artists ,name ,release_year ,genre ,lyrics,duration ,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
corrosion of conformity,clean my wounds,1994,rock,world bloodshot eye streets fill blood distant lie dog compromise real time rearrange help help clean wound say heal kind bleed soul bitter mind say happen time knock story go knock land knock time mind change knock black black give heart attack silence make deadly choose kill simple see fall fast steady help help clean wound say heal kind bleed soul bitter mind say happen time knock story go knock land knock time mind change twist fate break slow tire rise bloodshot eye fall higher help help clean wound say heal kind bleed soul bitter mind say happen time knock story go knock land knock bleed sin sin fade knock knock,111,0.522365428,0.758172448,0.030721918,5.38E-06,0.637262984,0.917915354,violence,0.371428571
pulp,babies,1994,rock,happen years live stanhope road listen sister come home school years older boys room listen outside hear alright alright soon want want hear inside wardrobe come home round call garage road listen outside hear alright want home want children lyric commercial,41,0.265677461,0.74594262,0.10843284,2.04E-06,0.604286892,0.839834838,music,0.371428571
the stone roses,love spreads,1994,rock,spread arm wait nail forgive prevail come cross hide tree picnic yeah yeah yeah yeah yeah yeah yeah scream sound forgive leave cold black skin naked rain hammer flash lightning hurt picture mean messiah sister queen picture mean lyric commercial,40,0.404310625,0.697536087,0.002659641,0.001417004,0.586768343,0.880877161,violence,0.371428571
pink floyd,take it back,1994,rock,rain easy breeze listen breathe sound like wave think burn rage desire spin darkness earth someday spy lie promise hear laughter rise rise deep prove push limit break ringaring roses pocket posies atishoo atishoo fall see warn scream side easy ignore know try temptation know turn lie couldn danger hear rise tide,52,0.441135059,0.628182448,0.133533267,0.006204453,0.11067601,0.602590191,violence,0.371428571
pearl jam,immortality,1994,rock,vacate word vengeance place comfort world artificial tear vessel stab volunteer vulnerable wisdom adhere truant find home wish hold trapdoor immortality privilege whore victims demand public lyric commercial,28,0.6187588,0.679819501,0.080119558,0.006791498,0.097279472,0.543529287,sadness,0.371428571
prong,"snap your fingers, snap your neck",1994,rock,breed contempt world memories form moment seed grow reason trouble unfold trials today jury care feel pleasant notion miraculous change drift multiple jeer jeer jeer want good life break snap finger snap neck second drip hand wash moments unborn space bleed tribute sacrament expose message force pity know thankful feel expectations daily bread give hunger steal want good life break snap finger snap neck want good life break snap finger snap neck want good life break snap finger snap neck want good life break snap finger snap neck snap finger snap neck snap finger snap neck snap finger snap neck snap finger snap neck,104,0.656666306,0.741096839,7.41E-05,0.109311741,0.688788129,0.788782192,violence,0.371428571
bon jovi,these days,1995,rock,walk face crowd try rain vagabond wear styrofoam crown wonder corner sing songs change everybody cross bare days come look shelter suitcase dream motel room boulevard guess try see disciples wanna want days hold days days star reach days ladder streets days fast last graceless leave days shoe bust legs try learn second story window jump close eye momma say crazy say momma know heroes die guess fade away know rome burn time change world keep turn round round round round days days star reach days ladder streets days fast last time waste leave blame leave days,97,0.299252681,0.778017076,0.027207859,0,0.193116241,0.834829676,world/life,0.357142857
down,lifer,1995,rock,free past undo unknown prison hold peace need mouth fee stand star right cell freeze image laugh right hell lifelong arm knot liver spot blood pave woes steal key sell kill brotherhood writhe pain star right cell freeze image laugh right hell lifelong lifer star right cell freeze image laugh right hell lifelong lifer,54,0.328495614,0.732097531,4.88E-05,0.895748988,0.529060181,0.834829676,violence,0.357142857
death,crystal mountain,1995,rock,build blind pass selfinduced fantasy turn justify conjure power open wide seventh twist eye perceive want assume ignorance inflict wound crossturned dagger inside mountain evil take form inside mountain commandments reborn trap confine divine sight mind hypocrite slave curse forever confine shatter myth word dream steel stronger inflict pain fear twist eye perceive want assume ignorance inflict wound crossturned dagger inside mountain evil take form inside mountain commandments reborn,69,0.215856168,0.754788093,4.40E-05,0.001417004,0.348722176,0.979979355,violence,0.357142857
deftones,fireal,1995,rock,beggar lord meet fourth floor fist fuck save fist fuck save fist fuck save knock burden lord think care fist fuck save fist fuck save fist fuck save knock fist fuck save fist fuck save fist fuck save go home go home go home felt good right curb know life shine unshy come watch make sick make shine want watch life shine unshy want watch life shine unshy want watch want watch want watch want watch watch want watch,79,0.31224954,0.714124555,3.91E-05,0.755060729,0.118920033,0.717708901,obscene,0.357142857
fear factory,replica,1995,rock,duplication innocently conceive violently hatred rape hate rape hate feel anonymous hate forever disgrace rape hate rape hate fill pain bruise darken soul spare life misery want live want live feel anonymous hate forever disgrace rape hate rape hate fill pain bruise darken soul spare life misery fill pain bruise darken soul spare life misery want live want live want live want live fill pain bruise darken soul spare life misery spare life pain spare life pain want live want live want live want live want live want live,89,0.554857576,0.779914366,3.60E-05,0.03208502,0.717642209,0.943942193,world/life,0.357142857
faith no more,evidence,1995,rock,want open hole head step piece circumstance away taste evidence away evidence evidence evidence taste evidence feel thing mean thing look testify feel thing know guilty hand head feel feel,30,0.667497022,0.750967874,0.046183781,0.007267206,0.621805441,0.801795612,violence,0.357142857
foo fighters,good grief,1995,rock,put true things like hand crown give jewel answer think oust come go come go think wind blow hate hate hate hate hate hate hate intend gown piss bowels blue delicate smile miss sideways gull noun gull noun chill petty bandaids wrap hate hate hate hate hate hate hate good grief good grief put true things like hand crown give jewel answer think oust come go come go think wind blow hate hate hate hate hate hate hate,78,0.133542727,0.724149424,0.000140562,0.032489879,0.426009893,0.969969032,violence,0.357142857
monster magnet,look to your orb for the warning,1995,rock,go mountain scream time today guess think like play peak melt away launch titan breath sweat measure land time river walk walk spaceship park doorstep wait away goin goin look rate crow hook mexico slap nerve disaster friend river walk walk spaceship park doorstep wait away river get walk spaceship park doorstep wait away river river go go,58,0.392396837,0.682588519,0.000208836,0.558704453,0.168384171,0.588575739,sadness,0.357142857
